	0	1	2
0	sillok\2nd_waa_101.xml	1392-07-17L0	《書》
1	sillok\2nd_waa_101.xml	1392-09-21L0	《大學衍義》
2	sillok\2nd_waa_101.xml	1392-09-27L0	《大學衍義》
3	sillok\2nd_waa_101.xml	1392-10-02L0	《大學衍義》
4	sillok\2nd_waa_101.xml	1392-10-05L0	《大學衍義》
5	sillok\2nd_waa_101.xml	1392-11-12L0	《大學衍義》
6	sillok\2nd_waa_101.xml	1392-11-17L0	《書》
7	sillok\2nd_waa_101.xml	1392-11-17L0	《書》
8	sillok\2nd_waa_101.xml	1392-11-25L0	《大學衍義》
9	sillok\2nd_waa_101.xml	1392-12-04L1	《大藏經》
10	sillok\2nd_waa_102.xml	1393-01-01L0	《歷代帝王爲學爲治綱目之圖》
11	sillok\2nd_waa_102.xml	1393-01-01L0	《師尙父奉丹書戒武王之圖》
12	sillok\2nd_waa_102.xml	1393-01-01L0	《大學衍義》
13	sillok\2nd_waa_102.xml	1393-01-29L0	《鄕藥惠民經驗方》
14	sillok\2nd_waa_102.xml	1393-02-27L0	《神衆經》
15	sillok\2nd_waa_102.xml	1393-02-27L0	《消災呪》
16	sillok\2nd_waa_102.xml	1393-06-24L0	《讀李斯傳詩》
17	sillok\2nd_waa_102.xml	1393-08-20L0	《四時蒐狩圖》
18	sillok\2nd_waa_102.xml	1393-09-17L0	《霍光傳》
19	sillok\2nd_waa_102.xml	1393-09-17L0	《桐軒集》
20	sillok\2nd_waa_102.xml	1393-10-17L0	《大藏經》
21	sillok\2nd_waa_102.xml	1393-10-17L0	《大藏經》
22	sillok\2nd_waa_102.xml	1393-10-27L0	《文德》
23	sillok\2nd_waa_102.xml	1393-10-27L0	《武功》
24	sillok\2nd_waa_102.xml	1393-10-27L0	《夢金尺》
25	sillok\2nd_waa_102.xml	1393-10-27L0	《受寶籙》
26	sillok\2nd_waa_102.xml	1393-11-02L0	《大學衍義》
27	sillok\2nd_waa_103.xml	1394-02-16L0	《秘錄撮要》
28	sillok\2nd_waa_103.xml	1394-02-18L0	《地理秘錄撮要》
29	sillok\2nd_waa_103.xml	1394-02-21L0	《春秋》
30	sillok\2nd_waa_103.xml	1394-02-21L0	《春秋》
31	sillok\2nd_waa_103.xml	1394-03-11L0	《五軍陣圖》
32	sillok\2nd_waa_103.xml	1394-04-29L0	《華嚴三昧懺》
33	sillok\2nd_waa_103.xml	1394-05-23L0	《大學》
34	sillok\2nd_waa_103.xml	1394-05-30L0	《朝鮮經國典》
35	sillok\2nd_waa_103.xml	1394-07-17L0	《法華經》
36	sillok\2nd_waa_103.xml	1394-08-07L0	《大學衍義》
37	sillok\2nd_waa_103.xml	1394-08-12L0	《書》
38	sillok\2nd_waa_103.xml	1394-08-24L0	《大學衍義》
39	sillok\2nd_waa_103.xml	1394-09-15L0	《法華經》
40	sillok\2nd_waa_103.xml	1394-10-11L0	《法華經》
41	sillok\2nd_waa_103.xml	1394-12-26L0	《大藏經》
42	sillok\2nd_waa_104.xml	1395-01-25L0	《高麗史》
43	sillok\2nd_waa_104.xml	1395-03-13L0	《孟子》
44	sillok\2nd_waa_104.xml	1395-04-01L0	《蒐狩圖》
45	sillok\2nd_waa_104.xml	1395-04-01L0	《陣圖》
46	sillok\2nd_waa_104.xml	1395-04-17L0	《楞嚴》
47	sillok\2nd_waa_104.xml	1395-06-06L0	《經濟文鑑》
48	sillok\2nd_waa_104.xml	1395-09-04L0	《貞觀政要》
49	sillok\2nd_waa_104.xml	1395-10-05L0	《天監》
50	sillok\2nd_waa_104.xml	1395-10-05L0	《華山》
51	sillok\2nd_waa_104.xml	1395-10-05L0	《新廟》
52	sillok\2nd_waa_104.xml	1395-10-17L0	《金經》
53	sillok\2nd_waa_104.xml	1395-10-30L0	《文德曲》
54	sillok\2nd_waa_104.xml	1395-12-25L0	《文德》
55	sillok\2nd_waa_104.xml	1395-12-25L0	《武功》
56	sillok\2nd_waa_105.xml	1396-01-17L0	《大般若》
57	sillok\2nd_waa_105.xml	1396-02-22L0	《菩提樹葉經》
58	sillok\2nd_waa_105.xml	1396-03-29L0	《大藏經》
59	sillok\2nd_waa_105.xml	1396-04-29L0	《金經》
60	sillok\2nd_waa_105.xml	1396-10-11L0	《金經》
61	sillok\2nd_waa_106.xml	1397-02-11L0	《大明律》
62	sillok\2nd_waa_106.xml	1397-06-14L0	《五陣圖》
63	sillok\2nd_waa_106.xml	1397-06-14L0	《蒐狩圖》
64	sillok\2nd_waa_106.xml	1397-06-14L0	《陣圖》
65	sillok\2nd_waa_106.xml	1397-08-09L0	《陣圖》
66	sillok\2nd_waa_106.xml	1397-08-14L0	《洪範》
67	sillok\2nd_waa_106.xml	1397-09-08L0	《洪範》
68	sillok\2nd_waa_106.xml	1397-10-13L0	《周禮》
69	sillok\2nd_waa_106.xml	1397-10-13L0	《周禮》
70	sillok\2nd_waa_106.xml	1397-11-07L0	《金經》
71	sillok\2nd_waa_106.xml	1397-11-30L0	《高麗國史》
72	sillok\2nd_waa_106.xml	1397-12-26L0	《經濟六典》
73	sillok\2nd_waa_106.xml	1397-12-29L0	《大藏經》
74	sillok\2nd_waa_107.xml	1398-01-07L0	《華嚴三昧懺》
75	sillok\2nd_waa_107.xml	1398-03-07L0	《綱目通鑑》
76	sillok\2nd_waa_107.xml	1398-05-03L0	《雲雨經》
77	sillok\2nd_waa_107.xml	1398-05-03L0	《經》
78	sillok\2nd_waa_107.xml	1398-05-10L0	《大藏經》
79	sillok\2nd_waa_107.xml	1398-05-28L1	《陣圖》
80	sillok\2nd_waa_107.xml	1398-05-29L1	《陣圖》
81	sillok\2nd_waa_107.xml	1398-06-24L0	《陣圖》
82	sillok\2nd_waa_107.xml	1398-07-25L0	《陣圖》
83	sillok\2nd_waa_107.xml	1398-07-27L0	《陣圖》
84	sillok\2nd_waa_107.xml	1398-08-01L0	《陣圖》
85	sillok\2nd_waa_107.xml	1398-08-04L0	陣圖
86	sillok\2nd_waa_107.xml	1398-08-07L0	《陣圖》
87	sillok\2nd_waa_107.xml	1398-08-07L0	《陣圖》
88	sillok\2nd_waa_107.xml	1398-08-07L0	《陣圖》
89	sillok\2nd_waa_107.xml	1398-08-09L0	《陣圖》
90	sillok\2nd_waa_107.xml	1398-08-09L0	《陣圖》
91	sillok\2nd_waa_107.xml	1398-08-09L0	《陣圖》
92	sillok\2nd_waa_107.xml	1398-08-13L0	《金經》
93	sillok\2nd_waa_107.xml	1398-08-26L0	《胗脈圖訣
94	sillok\2nd_waa_107.xml	1398-08-26L0	《陣圖》
95	sillok\2nd_waa_107.xml	1398-08-26L0	《蒐狩圖》
96	sillok\2nd_waa_107.xml	1398-08-26L0	《經國典》
97	sillok\2nd_waa_107.xml	1398-08-26L0	《經濟文鑑》
98	sillok\2nd_waa_107.xml	1398-08-26L0	《夢金尺》
99	sillok\2nd_waa_107.xml	1398-08-26L0	《受寶籙》
100	sillok\2nd_waa_107.xml	1398-08-26L0	《文德》
101	sillok\2nd_waa_107.xml	1398-08-26L0	《納氏》
102	sillok\2nd_waa_107.xml	1398-08-26L0	《靖東方》
103	sillok\2nd_waa_107.xml	1398-08-26L0	《高麗國史》
104	sillok\2nd_waa_107.xml	1398-08-26L0	《高麗史》
105	sillok\2nd_waa_107.xml	1398-10-05L0	《貞觀政要》
106	sillok\2nd_waa_107.xml	1398-11-11L0	《大學》
107	sillok\2nd_waa_107.xml	1398-12-09L0	《論語》
108	sillok\2nd_waa_107.xml	1398-12-15L0	《記》
109	sillok\2nd_waa_107.xml	1398-12-15L0	《時享陳設圖》
110	sillok\2nd_waa_107.xml	1398-12-17L0	《四書切要
111	sillok\2nd_waa_107.xml	1398-12-22L0	《大統曆》
112	sillok\2nd_waa_107.xml	1398-12-29L0	《六典》
113	sillok\2nd_waa_107.xml	1398-12-29L0	《大藏經》
114	sillok\2nd_wba_101.xml	1399-01-01L0	《欹器圖》
115	sillok\2nd_wba_101.xml	1399-01-01L0	《歷年圖》
116	sillok\2nd_wba_101.xml	1399-01-01L0	《無逸圖》
117	sillok\2nd_wba_101.xml	1399-01-03L0	《欹器圖》
118	sillok\2nd_wba_101.xml	1399-01-03L0	《華嚴經》
119	sillok\2nd_wba_101.xml	1399-01-07L0	《論語》
120	sillok\2nd_wba_101.xml	1399-01-09L0	《論語》
121	sillok\2nd_wba_101.xml	1399-01-09L0	《大藏經》
122	sillok\2nd_wba_101.xml	1399-01-19L0	《高麗史》
123	sillok\2nd_wba_101.xml	1399-01-19L0	《高麗史》
124	sillok\2nd_wba_101.xml	1399-01-19L0	《論語節要》
125	sillok\2nd_wba_101.xml	1399-01-19L0	《論語》
126	sillok\2nd_wba_101.xml	1399-01-19L0	《論語》
127	sillok\2nd_wba_101.xml	1399-03-13L0	《藏經》
128	sillok\2nd_wba_101.xml	1399-03-13L0	《楞嚴》
129	sillok\2nd_wba_101.xml	1399-06-27L0	《六典》
130	sillok\2nd_wba_101.xml	1399-06-27L0	《六典》
131	sillok\2nd_wba_101.xml	1399-07-10L0	《經濟六典》
132	sillok\2nd_wba_101.xml	1399-07-10L0	《易》
133	sillok\2nd_wba_101.xml	1399-08-26L0	《楞嚴》
134	sillok\2nd_wba_101.xml	1399-09-10L0	《經濟六典》
135	sillok\2nd_wba_101.xml	1399-10-19L0	《直解小學》
136	sillok\2nd_wba_101.xml	1399-10-19L0	《孝經》
137	sillok\2nd_wba_102.xml	1400-01-01L0	《通鑑撮要》
138	sillok\2nd_wba_102.xml	1400-01-10L0	《撮要》
139	sillok\2nd_wba_102.xml	1400-02-25L0	《撮要》
140	sillok\2nd_wba_102.xml	1400-04-06L0	《尙書》
141	sillok\2nd_wba_102.xml	1400-04-06L0	《五誥》
142	sillok\2nd_wba_102.xml	1400-04-06L0	《盤庚》
143	sillok\2nd_wba_102.xml	1400-04-06L0	《禹貢》
144	sillok\2nd_wba_102.xml	1400-04-06L0	《大學》
145	sillok\2nd_wba_102.xml	1400-05-17L0	《撮要》
146	sillok\2nd_wba_102.xml	1400-05-17L0	《易》
147	sillok\2nd_wba_102.xml	1400-06-02L0	《六典》
148	sillok\2nd_wba_102.xml	1400-06-02L0	《通鑑綱目》
149	sillok\2nd_wba_102.xml	1400-06-02L0	《魏紀》
150	sillok\2nd_wba_102.xml	1400-06-02L0	《洪範》
151	sillok\2nd_wba_102.xml	1400-06-20L0	《大學衍義》
152	sillok\2nd_wba_102.xml	1400-08-04L0	《通鑑綱目》
153	sillok\2nd_wba_102.xml	1400-08-04L0	《大風歌》
154	sillok\2nd_wba_102.xml	1400-08-04L0	《秋風詞》
155	sillok\2nd_wba_102.xml	1400-08-04L0	《杜詩》
156	sillok\2nd_wba_102.xml	1400-08-04L0	《詩》
157	sillok\2nd_wba_102.xml	1400-08-21L0	《金經》
158	sillok\2nd_wba_102.xml	1400-08-21L0	《金經》
159	sillok\2nd_wba_102.xml	1400-08-21L0	《藏經》
160	sillok\2nd_wba_102.xml	1400-10-03L0	《通鑑綱目》
161	sillok\2nd_wba_102.xml	1400-11-13L0	《大學衍義》
162	sillok\2nd_wba_102.xml	1400-12-01L0	《大學衍義》
163	sillok\2nd_wba_102.xml	1400-12-18L0	《大學衍義》
164	sillok\2nd_wca_101.xml	1401-01-08L0	《尙書》
165	sillok\2nd_wca_101.xml	1401-01-10L0	《高麗史》
166	sillok\2nd_wca_101.xml	1401-02-14L0	《江楓釣叟圖》
167	sillok\2nd_wca_101.xml	1401-03-23L1	《大學衍義》
168	sillok\2nd_wca_101.xml	1401-03-23L1	《大學》
169	sillok\2nd_wca_101.xml	1401-03-23L1	《通鑑》
170	sillok\2nd_wca_101.xml	1401-03-26L1	《大學衍義》
171	sillok\2nd_wca_101.xml	1401-04-09L0	《六典》
172	sillok\2nd_wca_101.xml	1401-04-13L0	《皇明禮制》
173	sillok\2nd_wca_101.xml	1401-04-16L0	《大學衍義》
174	sillok\2nd_wca_101.xml	1401-04-24L0	《雲漢篇》
175	sillok\2nd_wca_101.xml	1401-04-25L0	《高麗史》
176	sillok\2nd_wca_101.xml	1401-05-08L0	《大學衍義》
177	sillok\2nd_wca_101.xml	1401-05-08L0	《湯之盤銘章》
178	sillok\2nd_wca_101.xml	1401-05-10L0	《洪武禮制》
179	sillok\2nd_wca_101.xml	1401-05-26L0	《詩》
180	sillok\2nd_wca_101.xml	1401-06-25L0	《皇明禮制》
181	sillok\2nd_wca_101.xml	1401-07-27L0	《六典》
182	sillok\2nd_wca_101.xml	1401-08-16L0	《洪武禮制》
183	sillok\2nd_wca_101.xml	1401-08-22L0	《文獻通考》
184	sillok\2nd_wca_101.xml	1401-11-07L0	《經濟六典》
185	sillok\2nd_wca_101.xml	1401-11-20L0	《大學衍義》
186	sillok\2nd_wca_101.xml	1401-12-05L0	《經濟六典》
187	sillok\2nd_wca_101.xml	1401-12-05L0	《經濟六典》
188	sillok\2nd_wca_101.xml	1401-12-09L0	《大學衍義》
189	sillok\2nd_wca_101.xml	1401-12-09L0	《通鑑集覽》
190	sillok\2nd_wca_101.xml	1401-12-09L0	《事林廣記》
191	sillok\2nd_wca_101.xml	1401-12-09L0	《皇明禮制》
192	sillok\2nd_wca_101.xml	1401-12-22L0	《大學衍義》
193	sillok\2nd_wca_102.xml	1402-01-06L0	《經濟六典》
194	sillok\2nd_wca_102.xml	1402-01-16L0	《周官》
195	sillok\2nd_wca_102.xml	1402-01-16L0	《六典》
196	sillok\2nd_wca_102.xml	1402-02-05L0	《經濟吏典》
197	sillok\2nd_wca_102.xml	1402-04-19L0	《書》
198	sillok\2nd_wca_102.xml	1402-04-19L0	《經》
199	sillok\2nd_wca_102.xml	1402-04-19L0	《傳》
200	sillok\2nd_wca_102.xml	1402-04-26L0	《豳風圖》
201	sillok\2nd_wca_102.xml	1402-05-08L0	《楞嚴》
202	sillok\2nd_wca_102.xml	1402-05-10L0	《尙書》
203	sillok\2nd_wca_102.xml	1402-05-11L0	《春秋傳》
204	sillok\2nd_wca_102.xml	1402-06-08L0	《三國史》
205	sillok\2nd_wca_102.xml	1402-06-08L0	《書》
206	sillok\2nd_wca_102.xml	1402-06-08L0	《梓材篇》
207	sillok\2nd_wca_102.xml	1402-06-08L0	《書》
208	sillok\2nd_wca_102.xml	1402-06-08L0	《梓材》
209	sillok\2nd_wca_102.xml	1402-06-08L0	《禹貢》
210	sillok\2nd_wca_102.xml	1402-06-08L0	《梓材》
211	sillok\2nd_wca_102.xml	1402-07-02L0	《書》
212	sillok\2nd_wca_102.xml	1402-07-09L0	《神衆經》
213	sillok\2nd_wca_102.xml	1402-07-20L0	《尙書》
214	sillok\2nd_wca_102.xml	1402-07-20L0	《舜典》
215	sillok\2nd_wca_102.xml	1402-08-26L0	《朝鮮盛德歌》
216	sillok\2nd_wca_102.xml	1402-09-03L0	《大明律》
217	sillok\2nd_wca_102.xml	1402-09-14L0	《續通鑑》
218	sillok\2nd_wca_102.xml	1402-09-26L0	《尙書》
219	sillok\2nd_wca_103.xml	1403-01-07L0	《傳》
220	sillok\2nd_wca_103.xml	1403-01-17L0	《洪範》
221	sillok\2nd_wca_103.xml	1403-02-23L0	《十八史》
222	sillok\2nd_wca_103.xml	1403-03-27L0	《大藏經》
223	sillok\2nd_wca_103.xml	1403-04-08L0	《夫子圖》
224	sillok\2nd_wca_103.xml	1403-04-08L0	《三元延壽圖》
225	sillok\2nd_wca_103.xml	1403-05-16L0	《詩》
226	sillok\2nd_wca_103.xml	1403-05-16L0	《抑篇》
227	sillok\2nd_wca_103.xml	1403-05-21L0	《大學衍義序》
228	sillok\2nd_wca_103.xml	1403-06-09L0	《朱文公家禮》
229	sillok\2nd_wca_103.xml	1403-08-29L0	《朱文公家禮》
230	sillok\2nd_wca_103.xml	1403-08-29L0	《家禮》
231	sillok\2nd_wca_103.xml	1403-08-30L0	《東國史略》
232	sillok\2nd_wca_103.xml	1403-09-10L0	《十八史略》
233	sillok\2nd_wca_103.xml	1403-09-12L0	《思親堂》
234	sillok\2nd_wca_103.xml	1403-09-12L0	《思親堂圖》
235	sillok\2nd_wca_103.xml	1403-09-13L0	《通鑑綱目》
236	sillok\2nd_wca_103.xml	1403-09-13L0	《十八史略》
237	sillok\2nd_wca_103.xml	1403-09-22L0	《中庸》
238	sillok\2nd_wca_103.xml	1403-09-22L0	《十八史略》
239	sillok\2nd_wca_103.xml	1403-09-22L0	《庸》
240	sillok\2nd_wca_103.xml	1403-09-22L0	《學》
241	sillok\2nd_wca_103.xml	1403-10-01L0	《無逸》
242	sillok\2nd_wca_103.xml	1403-10-01L0	《大學衍義》
243	sillok\2nd_wca_103.xml	1403-10-01L0	《文獻通考》
244	sillok\2nd_wca_103.xml	1403-11-06L0	《十八史略》
245	sillok\2nd_wca_103.xml	1403-11-23L1	《尙書》
246	sillok\2nd_wca_103.xml	1403-11-23L1	《書》
247	sillok\2nd_wca_104.xml	1404-01-01L0	《十漸疏》
248	sillok\2nd_wca_104.xml	1404-03-21L0	《大學或問》
249	sillok\2nd_wca_104.xml	1404-03-28L0	《大學或問》
250	sillok\2nd_wca_104.xml	1404-04-09L0	《列女傳》
251	sillok\2nd_wca_104.xml	1404-04-18L0	《春秋》
252	sillok\2nd_wca_104.xml	1404-04-27L0	《睿宗實錄》
253	sillok\2nd_wca_104.xml	1404-08-21L0	《春秋》
254	sillok\2nd_wca_104.xml	1404-09-21L0	《大藏經》
255	sillok\2nd_wca_104.xml	1404-10-18L0	《春秋》
256	sillok\2nd_wca_104.xml	1404-10-18L0	《春秋》
257	sillok\2nd_wca_104.xml	1404-10-18L0	《春秋》
258	sillok\2nd_wca_104.xml	1404-11-01L0	《列女傳》
259	sillok\2nd_wca_104.xml	1404-11-28L0	《禮經淺見錄》
260	sillok\2nd_wca_104.xml	1404-12-05L0	《騎牛讃》
261	sillok\2nd_wca_104.xml	1404-12-05L0	《石磵歌》
262	sillok\2nd_wca_104.xml	1404-12-19L0	《高麗史》
263	sillok\2nd_wca_105.xml	1405-03-03L0	《文獻通考》
264	sillok\2nd_wca_105.xml	1405-06-27L0	《大學衍義》
265	sillok\2nd_wca_105.xml	1405-06-27L0	《經濟六典》
266	sillok\2nd_wca_105.xml	1405-08-08L0	《古今錄》
267	sillok\2nd_wca_105.xml	1405-08-14L0	《書》
268	sillok\2nd_wca_105.xml	1405-08-19L0	《詩》
269	sillok\2nd_wca_105.xml	1405-08-19L0	《書》
270	sillok\2nd_wca_105.xml	1405-10-20L0	《華嶽詩》
271	sillok\2nd_wca_105.xml	1405-10-20L0	《漢江詩》
272	sillok\2nd_wca_105.xml	1405-10-24L0	《六典》
273	sillok\2nd_wca_105.xml	1405-10-24L0	《六典》
274	sillok\2nd_wca_105.xml	1405-10-24L0	《六典》
275	sillok\2nd_wca_105.xml	1405-10-24L0	《大明律》
276	sillok\2nd_wca_105.xml	1405-12-28L0	《通鑑綱目》
277	sillok\2nd_wca_106.xml	1406-02-27L0	《大藏經》
278	sillok\2nd_wca_106.xml	1406-03-07L0	《大明律》
279	sillok\2nd_wca_106.xml	1406-03-14L0	《文獻通考》
280	sillok\2nd_wca_106.xml	1406-03-24L0	《周禮》
281	sillok\2nd_wca_106.xml	1406-03-24L0	《夏官》
282	sillok\2nd_wca_106.xml	1406-04-17L0	《經濟六典》
283	sillok\2nd_wca_106.xml	1406-04-19L0	《洪武禮制》
284	sillok\2nd_wca_106.xml	1406-05-02L0	《論語》
285	sillok\2nd_wca_106.xml	1406-05-02L0	《孟子》
286	sillok\2nd_wca_106.xml	1406-05-02L0	《中庸》
287	sillok\2nd_wca_106.xml	1406-05-02L0	《論》
288	sillok\2nd_wca_106.xml	1406-05-02L0	《孟》
289	sillok\2nd_wca_106.xml	1406-05-03L0	《六典》
290	sillok\2nd_wca_106.xml	1406-05-28L0	《傳》
291	sillok\2nd_wca_106.xml	1406-06-05L0	《洪武禮制》
292	sillok\2nd_wca_106.xml	1406-06-09L0	《般若經》
293	sillok\2nd_wca_106.xml	1406-06-09L0	《六典》
294	sillok\2nd_wca_106.xml	1406-07-09L0	《大明律》
295	sillok\2nd_wca_106.xml	1406-07-11L0	《中庸》
296	sillok\2nd_wca_106.xml	1406-07-28L1	《文公家禮》
297	sillok\2nd_wca_106.xml	1406-08-08L0	《經濟六典》
298	sillok\2nd_wca_106.xml	1406-11-01L0	《經濟六典》
299	sillok\2nd_wca_106.xml	1406-11-15L0	《神衆經》
300	sillok\2nd_wca_106.xml	1406-11-17L0	《禮記淺見錄》
301	sillok\2nd_wca_106.xml	1406-11-23L0	《經濟六典》
302	sillok\2nd_wca_106.xml	1406-12-22L0	《通鑑綱目》
303	sillok\2nd_wca_106.xml	1406-12-22L0	《漢準》
304	sillok\2nd_wca_106.xml	1406-12-22L0	《四書衍義》
305	sillok\2nd_wca_106.xml	1406-12-22L0	《大學衍義》
306	sillok\2nd_wca_107.xml	1407-04-01L0	《易》
307	sillok\2nd_wca_107.xml	1407-04-01L0	《易》
308	sillok\2nd_wca_107.xml	1407-05-08L0	《易》
309	sillok\2nd_wca_107.xml	1407-05-08L0	《春秋》
310	sillok\2nd_wca_107.xml	1407-05-16L0	《春秋》
311	sillok\2nd_wca_107.xml	1407-06-01L0	《六典》
312	sillok\2nd_wca_107.xml	1407-08-18L0	《續六典》
313	sillok\2nd_wca_107.xml	1407-09-01L0	《大藏經》
314	sillok\2nd_wca_107.xml	1407-09-22L0	《武經》
315	sillok\2nd_wca_107.xml	1407-10-08L0	《六典》
316	sillok\2nd_wca_108.xml	1408-03-21L0	《高皇后傳》
317	sillok\2nd_wca_108.xml	1408-04-02L0	《仁孝皇后勸善書》
318	sillok\2nd_wca_108.xml	1408-04-02L0	《孝慈皇后傳》
319	sillok\2nd_wca_108.xml	1408-04-02L0	《通鑑綱目》
320	sillok\2nd_wca_108.xml	1408-04-02L0	《大學衍義》
321	sillok\2nd_wca_108.xml	1408-04-22L0	《眞言》
322	sillok\2nd_wca_108.xml	1408-05-19L0	《禮記》
323	sillok\2nd_wca_108.xml	1408-05-24L0	《朱子家禮》
324	sillok\2nd_wca_108.xml	1408-05-24L0	《文獻通考》
325	sillok\2nd_wca_108.xml	1408-05-24L0	《東漢志》
326	sillok\2nd_wca_108.xml	1408-05-25L0	《懺經》
327	sillok\2nd_wca_108.xml	1408-05-26L0	《朱子家禮》
328	sillok\2nd_wca_108.xml	1408-05-27L0	《禮記》
329	sillok\2nd_wca_108.xml	1408-05-27L0	《檀弓》
330	sillok\2nd_wca_108.xml	1408-05-27L0	《文獻通考》
331	sillok\2nd_wca_108.xml	1408-06-02L0	《眞言》
332	sillok\2nd_wca_108.xml	1408-06-09L0	《妙法蓮花經》
333	sillok\2nd_wca_108.xml	1408-06-16L0	《華嚴》
334	sillok\2nd_wca_108.xml	1408-06-16L0	《三昧懺》
335	sillok\2nd_wca_108.xml	1408-06-23L0	《楞嚴》
336	sillok\2nd_wca_108.xml	1408-07-26L0	《家禮》
337	sillok\2nd_wca_108.xml	1408-08-01L0	《大藏經》
338	sillok\2nd_wca_108.xml	1408-08-07L0	《禮經》
339	sillok\2nd_wca_108.xml	1408-09-16L0	《仁德殿》
340	sillok\2nd_wca_108.xml	1408-09-16L0	《禮記》
341	sillok\2nd_wca_108.xml	1408-09-16L0	《洪武禮制》
342	sillok\2nd_wca_108.xml	1408-10-28L0	《洪武禮制》
343	sillok\2nd_wca_108.xml	1408-11-13L0	《大明律》
344	sillok\2nd_wca_108.xml	1408-11-16L0	《經濟六典》
345	sillok\2nd_wca_108.xml	1408-11-19L0	《文獻通考》
346	sillok\2nd_wca_108.xml	1408-12-26L0	《禮經》
347	sillok\2nd_wca_109.xml	1409-02-14L0	《入學圖說》
348	sillok\2nd_wca_109.xml	1409-02-14L0	《資治通鑑》
349	sillok\2nd_wca_109.xml	1409-02-14L0	《家禮》
350	sillok\2nd_wca_109.xml	1409-02-23L0	《文獻通考》
351	sillok\2nd_wca_109.xml	1409-03-25L0	《大學衍義》
352	sillok\2nd_wca_109.xml	1409-04-02L0	《書》
353	sillok\2nd_wca_109.xml	1409-04-10L0	《勸善書》
354	sillok\2nd_wca_109.xml	1409-04-10L0	《勸善書》
355	sillok\2nd_wca_109.xml	1409-04-07L1	《春秋》
356	sillok\2nd_wca_109.xml	1409-04-23L1	《三國史》
357	sillok\2nd_wca_109.xml	1409-04-23L1	《傳》
358	sillok\2nd_wca_109.xml	1409-04-26L1	《大藏經》
359	sillok\2nd_wca_109.xml	1409-04-26L1	《普提樹葉經》
360	sillok\2nd_wca_109.xml	1409-05-04L0	《大明律》
361	sillok\2nd_wca_109.xml	1409-06-26L0	《文獻通考》
362	sillok\2nd_wca_109.xml	1409-08-11L0	《文獻通考》
363	sillok\2nd_wca_109.xml	1409-08-27L0	《文獻通考》
364	sillok\2nd_wca_109.xml	1409-08-28L0	《太祖實錄》
365	sillok\2nd_wca_109.xml	1409-08-28L0	《太祖實錄》
366	sillok\2nd_wca_109.xml	1409-08-28L0	《太祖實錄》
367	sillok\2nd_wca_109.xml	1409-09-01L0	《春秋》
368	sillok\2nd_wca_109.xml	1409-09-04L0	《大學衍義》
369	sillok\2nd_wca_109.xml	1409-09-04L0	《詩》
370	sillok\2nd_wca_109.xml	1409-09-04L0	《詩》
371	sillok\2nd_wca_109.xml	1409-09-04L0	《衍義》
372	sillok\2nd_wca_109.xml	1409-09-17L0	《衍義》
373	sillok\2nd_wca_109.xml	1409-09-17L0	《大學衍義》
374	sillok\2nd_wca_109.xml	1409-11-18L0	《春秋》
375	sillok\2nd_wca_109.xml	1409-11-18L0	《穀梁傳》
376	sillok\2nd_wca_110.xml	1410-01-11L0	《太祖實錄》
377	sillok\2nd_wca_110.xml	1410-01-12L0	《武經七書》
378	sillok\2nd_wca_110.xml	1410-01-28L0	《六典》
379	sillok\2nd_wca_110.xml	1410-01-28L0	《大藏經》
380	sillok\2nd_wca_110.xml	1410-02-29L0	《月令》
381	sillok\2nd_wca_110.xml	1410-02-29L0	《禮記》
382	sillok\2nd_wca_110.xml	1410-02-29L0	《月令》
383	sillok\2nd_wca_110.xml	1410-03-26L0	《武經七書》
384	sillok\2nd_wca_110.xml	1410-04-01L0	《朱文公家禮》
385	sillok\2nd_wca_110.xml	1410-04-01L0	《家禮》
386	sillok\2nd_wca_110.xml	1410-04-01L0	《家禮》
387	sillok\2nd_wca_110.xml	1410-04-06L0	《蓮華經》
388	sillok\2nd_wca_110.xml	1410-04-08L0	《六典》
389	sillok\2nd_wca_110.xml	1410-04-13L0	《續六典》
390	sillok\2nd_wca_110.xml	1410-04-28L0	《藏經》
391	sillok\2nd_wca_110.xml	1410-05-13L0	《大般若經》
392	sillok\2nd_wca_110.xml	1410-05-13L0	《春秋》
393	sillok\2nd_wca_110.xml	1410-05-14L0	《春秋》
394	sillok\2nd_wca_110.xml	1410-05-16L0	《無逸圖》
395	sillok\2nd_wca_110.xml	1410-05-19L0	《六百般若經》
396	sillok\2nd_wca_110.xml	1410-05-19L0	《六百般若經》
397	sillok\2nd_wca_110.xml	1410-05-23L0	《文公家禮》
398	sillok\2nd_wca_110.xml	1410-06-22L0	《文獻通考》
399	sillok\2nd_wca_110.xml	1410-08-05L0	《六典》
400	sillok\2nd_wca_110.xml	1410-08-25L0	《文獻通考》
401	sillok\2nd_wca_110.xml	1410-09-09L0	《朱子家禮》
402	sillok\2nd_wca_110.xml	1410-09-12L0	《春秋》
403	sillok\2nd_wca_110.xml	1410-09-22L0	《禮記》
404	sillok\2nd_wca_110.xml	1410-09-22L0	《檀弓》
405	sillok\2nd_wca_110.xml	1410-10-01L0	《道經》
406	sillok\2nd_wca_110.xml	1410-10-09L0	《月令圖》
407	sillok\2nd_wca_110.xml	1410-10-09L0	《禮記》
408	sillok\2nd_wca_110.xml	1410-11-21L0	《周禮》
